Hour,Temperature,Energy
5011,24.5364932694967,2000
5012,23.71015320014211,2000
5013,23.107895765353472,2000
5014,22.670857111212882,2000
5015,22.26182995522123,2000
5016,21.96558329590103,2000
5017,21.520448844036753,2000
5018,21.325185658860818,1000
5019,21.16903729281564,1000
5020,21.065459234745592,1000
5021,20.994748192827583,1000
5022,21.18260771272756,1000
5023,22.20057446662588,2000
5024,22.199746920763193,2000
5025,23.73436747054197,2000
5026,23.898076797257772,2000
5027,23.89806112891673,2000
5028,23.898476545795923,2000
5029,23.89913659011817,2000
5030,23.89868265023237,2000
5031,23.89829614368418,2000
5032,23.898314467347028,2000
5033,23.89843445724795,2000
5034,23.898526092106042,2000
5035,23.84238903273052,2000
5036,22.44022512033832,2000
5037,22.814453385513893,2000
5038,22.266847615073008,2000
5039,21.761785806881676,2000
5040,21.37186198595856,1000
5041,21.097599680363377,1000
5042,20.895077686651234,1000
5043,20.63590965104284,1000
5044,20.509776808583396,1000
5045,20.41112869330532,1000
5046,20.477412509364292,1000
5047,22.2016315059413,2000
5048,22.200856974224,2000
5049,23.514207117116207,2000
5050,23.89807867319634,2000
5051,23.89798993970815,2000
5052,23.898454231553487,2000
5053,23.899150969561436,2000
5054,23.898705907758007,2000
5055,23.898348702756625,2000
5056,23.898377053514402,2000
5057,23.898505210455408,2000
5058,23.898498923332387,2000
5059,23.832234219494786,2000
5060,22.533273774246585,2000
5061,23.03761011378365,2000
5062,22.567362337581645,2000
5063,22.176841102162253,2000
5064,21.86694216108798,2000
5065,21.52024141809335,2000
5066,21.36724885713936,1000
5067,21.265393984984367,1000
5068,21.171622593544242,1000
5069,21.0074449424855,1000
5070,21.16038188833334,1000
5071,22.200071795329666,2000
5072,22.199711397019453,2000
5073,23.894186722318338,2000
5074,23.898006871867732,2000
5075,23.89806669547734,2000
5076,23.898486483797356,2000
5077,23.899167072614194,2000
5078,23.898702072301123,2000
5079,23.898450299080704,2000
5080,23.898421625428096,2000
5081,23.898587955400565,2000
5082,23.898517704083662,2000
5083,23.6095746032577,2000
5084,22.338979324683375,2000
5085,22.85985114225626,2000
5086,22.401091521077152,2000
5087,22.05798633473157,2000
5088,21.76124459965212,2000
5089,21.508234508732674,2000
5090,21.305032637229903,1000
5091,21.1256474618671,1000
5092,20.939527201748074,1000
5093,20.817271112337192,1000
5094,20.886830935668733,1000
5095,22.200138391306673,2000
5096,22.199779959573025,2000
5097,23.53547617102132,2000
5098,23.898127867143188,2000
5099,23.898051129307422,2000
5100,23.898470384349178,2000
5101,23.899149790003552,2000
5102,23.8987154832862,2000
5103,23.898343435592007,2000
5104,23.898265986552115,2000
5105,23.89842039140012,2000
5106,23.898488487137865,2000
5107,23.899270132074854,2000
5108,22.61313481485428,2000
5109,23.055799148762578,2000
5110,22.34776951321859,2000
5111,21.883661490030605,2000
5112,21.527108049143738,2000
5113,21.238215692042,1000
5114,20.99223282132088,1000
5115,20.851383047621354,1000
5116,20.735885180718846,1000
5117,20.711687937135732,1000
5118,20.837252725488582,1000
5119,22.19995827810972,2000
5120,22.200990711161356,2000
5121,23.87562013388041,2000
5122,23.898016473384722,2000
5123,23.89806850217964,2000
5124,23.898521140722412,2000
5125,23.899177527034134,2000
5126,23.89871368265094,2000
5127,23.898310271095784,2000
5128,23.898309755278817,2000
5129,23.898424200761355,2000
5130,23.89852610102609,2000
5131,23.89932978826928,2000
5132,22.686100506876585,2000
5133,23.148275970446655,2000
5134,22.6646296828883,2000
5135,22.3343299370836,2000
5136,22.05913754559897,2000
5137,22.127083618573426,2000
5138,22.036119586981027,2000
5139,21.921621129272314,2000
5140,21.86324555630854,2000
5141,21.83130369289017,2000
5142,22.034518694109483,2000
5143,22.567146213900795,2000
5144,23.302719182857267,2000
5145,24.059660461342276,2000
5146,24.74746235606485,2000
5147,25.422427444800704,2000
5148,25.904015541877726,2000
5149,26.258179590261545,2000
5150,26.54873944051198,2000
5151,26.71860379833904,2000
5152,26.836558745486254,2000
5153,26.58566872803133,2000
5154,26.125088187913917,2000
5155,25.40243428866353,2000
5156,24.79654174426107,2000
5157,24.194808376344962,2000
5158,23.746824422798515,2000
5159,23.439044435715836,2000
5160,23.248422342226515,2000
5161,23.10723661281649,2000
5162,22.826574108365882,2000
5163,22.683144018399556,2000
5164,22.58815880402904,2000
5165,22.4883655360045,2000
5166,22.501788832465827,2000
5167,22.584963280227864,2000
5168,22.7499859262621,2000
5169,23.221226703693986,2000
5170,23.753640707283303,2000
5171,24.36138358494554,2000
5172,24.958137742711777,2000
5173,25.5521692967286,2000
5174,25.939675146701525,2000
5175,26.216784579201722,2000
5176,26.510303710689186,2000
5177,26.41302379017095,2000
5178,25.96064827303934,2000
5179,25.258904650947464,2000
5180,24.613908481277925,2000
5181,24.16323381144699,2000
5182,23.89217509709526,2000
5183,23.69220046614616,2000
5184,23.149749379314652,2000
5185,22.356456260126265,2000
5186,21.98157865631893,2000
5187,21.731912494609208,2000
5188,21.515574084911083,2000
5189,21.39827191024956,1000
5190,21.442596185324604,1000
5191,22.200380573261917,2000
5192,22.199149077877273,2000
5193,23.488248786255447,2000
5194,23.898029953738437,2000
5195,23.897997304130808,2000
5196,23.898486266620377,2000
5197,23.89917121457117,2000
5198,23.898745310687143,2000
5199,23.898254294069165,2000
5200,23.898264631350376,2000
5201,23.89838200641018,2000
5202,23.898460422225106,2000
5203,23.899329489022133,2000
5204,22.65192703399804,2000
5205,23.149584839657038,2000
5206,22.693017070787548,2000
5207,22.302833669552236,2000
5208,22.021435916970432,2000
5209,21.696983651482935,2000
5210,21.460990570876305,1000
5211,21.261097601590308,1000
5212,21.0503269877039,1000
5213,20.883548774422216,1000
5214,20.974673841470754,1000
5215,22.20055530873299,2000
5216,22.200111589825376,2000
5217,23.39499481353088,2000
5218,23.89840633022468,2000
5219,23.898365929806804,2000
5220,23.89853531728027,2000
5221,23.899003259348106,2000
5222,23.898720638249216,2000
5223,23.89849446038436,2000
5224,23.89839106835859,2000
5225,23.898404307250217,2000
5226,23.89220259942263,2000
5227,22.54921193150927,2000
5228,22.20079363429224,2000
5229,21.402730050527786,1000
5230,20.838616860735378,1000
5231,20.52052425458904,1000
5232,20.297882141395185,1000
5233,20.12929399456421,1000
5234,20.057098352713407,1000
5235,19.999157940472085,1000
5236,19.899036700318515,1000
5237,19.839409493715664,1000
5238,19.99743005685214,1000
5239,22.2001527684524,2000
5240,22.201133037564805,2000
5241,23.13254934303228,2000
5242,23.898697826626055,2000
5243,23.898460201939375,2000
5244,23.89849962444983,2000
5245,23.89897921825081,2000
5246,23.898949714898638,2000
5247,23.898490716524435,2000
5248,23.898367149131843,2000
5249,23.898460504899578,2000
5250,23.89852650791741,2000
5251,23.18159207939192,2000
5252,22.200773700838333,2000
5253,21.845522513482564,2000
5254,21.19425422846342,1000
5255,20.809132534375028,1000
5256,20.53565467326769,1000
5257,20.362182889513782,1000
5258,20.234998859425026,1000
5259,20.12081568851514,1000
5260,19.988604855545315,1000
5261,19.91179918811425,1000
5262,20.025121478130515,1000
5263,22.199987874330247,2000
5264,22.20024292244781,2000
5265,23.226529203650696,2000
5266,23.898813436587332,2000
5267,23.898051220485705,2000
5268,23.898488239290742,2000
5269,23.899148422914863,2000
5270,23.898767740966864,2000
5271,23.898390593709337,2000
5272,23.898388500498893,2000
5273,23.898518862346368,2000
5274,23.898536530066327,2000
5275,23.1284228470126,2000
5276,22.20134112572733,2000
5277,22.111987849162965,2000
5278,21.58396196283623,2000
5279,21.257119091961968,1000
5280,21.02495124560472,1000
5281,20.846711918302635,1000
5282,20.7724788160194,1000
5283,20.71231164502173,1000
5284,20.58166951321708,1000
5285,20.480068755698028,1000
5286,20.53220889048349,1000
5287,22.19938208733666,2000
5288,22.20006449135976,2000
5289,23.532327071086748,2000
5290,23.89813690831078,2000
5291,23.89802108151973,2000
5292,23.89849798101511,2000
5293,23.899177864241665,2000
5294,23.89868116070472,2000
5295,23.89841480681638,2000
5296,23.898443315073045,2000
5297,23.89852637476667,2000
5298,23.898557093980106,2000
5299,23.25053380397643,2000
5300,22.200390926454062,2000
5301,22.253603480034204,2000
5302,21.782371983055896,2000
5303,21.402941397856456,1000
5304,21.129593955094347,1000
5305,21.236187555862944,1000
5306,21.178376938945323,1000
5307,21.08910714610212,1000
5308,21.00855081143183,1000
5309,20.93455068691574,1000
5310,21.03142836240605,1000
5311,21.493025780048583,1000
5312,22.263846421103445,2000
5313,23.121331104123136,2000
5314,23.937984102816433,2000
5315,24.65664655447771,2000
5316,25.22272275480024,2000
5317,25.63215305610221,2000
5318,25.976366761909805,2000
5319,26.078214088174843,2000
5320,25.4153452141546,2000
5321,24.56771181698404,2000
5322,23.803690824238185,2000
5323,23.15921458662944,2000
5324,22.699957562488937,2000
5325,22.44838081337699,2000
5326,22.219961473071994,2000
5327,21.973416708800137,2000
5328,21.75551428179637,2000
5329,21.556955059222783,2000
5330,21.384148311319354,1000
5331,21.22213259939803,1000
5332,21.076892484274154,1000
5333,20.957661780451183,1000
5334,21.02026040745723,1000
5335,21.53831215646347,2000
5336,22.385312897688692,2000
5337,23.17840270535453,2000
5338,24.007808827151173,2000
5339,24.670936957751135,2000
5340,24.76155553382725,2000
5341,24.545930762419793,2000
5342,24.405915540780907,2000
5343,24.675186927205942,2000
5344,25.17770951894233,2000
5345,25.678534831470657,2000
5346,25.523242722145635,2000
5347,24.546691235586835,2000
5348,23.584591931985024,2000
5349,22.872609271928262,2000
5350,22.34469735622796,2000
5351,21.98461786850302,2000
5352,21.75143508438203,2000
5353,21.21359752938887,1000
5354,20.95724571848659,1000
5355,20.799051206246215,1000
5356,20.648414738532853,1000
5357,20.566580164490983,1000
5358,20.584059900651674,1000
5359,22.20078209627947,2000
5360,22.200604308398127,2000
5361,23.740778894391703,2000
5362,23.898113767693793,2000
5363,23.898029163028216,2000
5364,23.898501423837168,2000
5365,23.899153744136683,2000
5366,23.898877072429883,2000
5367,23.898489479909056,2000
5368,23.898418136005326,2000
5369,23.89861138457242,2000
5370,23.898615131537202,2000
5371,23.026247619840284,2000
5372,22.199605665531266,2000
5373,22.08407250278668,2000
5374,21.572965760075057,2000
5375,21.192646135194412,1000
5376,20.921644720477445,1000
5377,20.765232116921524,1000
5378,20.609093174097485,1000
5379,20.519836842875744,1000
5380,20.43808034643025,1000
5381,20.343451147760177,1000
5382,20.43985214157177,1000
5383,22.201396835908405,2000
